Wavelength,ScaleFactor,Intensity,HalogenIntensity
527.09,13.3486658932,92.3273344614,6.9165964
527.64,13.3668961422,92.8354248946,6.9451744
528.18,13.4098795741,93.5102120904,6.9732328
528.73,13.4512760373,94.183289832,7.0018108
529.27,13.4634451435,94.6462583399,7.0298692
529.82,13.513896056,95.3871217777,7.0584472
530.36,13.5474545811,96.0041127546,7.0865056
530.91,13.5899779297,96.6938290917,7.1150836
531.45,13.6110991649,97.226014111,7.143142
532.0,13.6654311494,98.0046458828,7.17172
532.54,13.6837114327,98.5196900047,7.1997784
533.09,13.73713707,99.2969226574,7.2283564
533.63,13.7657098664,99.8897008073,7.2564148
534.18,13.7640588332,100.271069499,7.2849928
534.72,13.7877091131,100.830222675,7.3130512
535.27,13.7867840174,101.217456116,7.3416292
535.81,13.8076642653,101.758172121,7.3696876
536.36,13.7875421429,102.003898745,7.3982656
536.9,13.8130290897,102.580029442,7.426324
537.45,13.8146733052,102.987035653,7.454902
537.99,13.8473346906,103.619057135,7.4829604
538.54,13.8394042744,103.95521664,7.5115384
539.08,13.8626947004,104.519128602,7.5395968
539.63,13.8700404377,104.970890515,7.5681748
540.17,13.862216763,105.300631201,7.5962332
540.72,13.8727698341,105.777250806,7.6248112
541.26,13.867723306,106.12787811,7.6528696
541.81,13.8564813791,106.437835634,7.6814476
542.35,13.8390089775,106.691922746,7.709506
542.9,13.8394356726,107.090715747,7.738084
543.44,13.8439212062,107.513863462,7.7661424
543.99,13.8428590026,107.901215462,7.7947204
544.53,13.8533461905,108.371662888,7.8227788
545.08,13.8488792368,108.732492168,7.8513568
545.62,13.8430650626,109.075257269,7.8794152
546.16,13.8515342938,109.530641747,7.9074736
546.71,13.8264000365,109.727024132,7.9360516
547.25,13.8347989919,110.181861,7.96411
547.8,13.8233050176,110.485364135,7.992688
548.34,13.8136915969,110.796117147,8.0207464
548.89,13.7961265767,111.049498279,8.0493244
549.43,13.806482927,111.520247723,8.0773828
549.98,13.8082743073,111.92933025,8.1059608
550.52,13.8142186567,112.37029183,8.1343936
551.06,13.8192822124,112.80460067,8.1628408
551.61,13.8190815479,113.203356746,8.1918148
552.15,13.8313497376,113.697318657,8.220262
552.7,13.8507510389,114.258114097,8.249236
553.24,13.8635566348,114.758129848,8.2776832
553.78,13.9028661441,115.479019127,8.3061304
554.33,13.9318590495,116.123499664,8.3351044
554.87,13.9740102097,116.872355448,8.3635516
555.42,14.024852444,117.703933172,8.3925256
555.96,14.0562091263,118.366954724,8.4209728
556.5,14.116471267,119.275994653,8.44942
557.05,14.1535530187,119.999398992,8.478394
557.59,14.2156810649,120.930541369,8.5068412
558.14,14.268821471,121.796023198,8.5358152
558.68,14.3306825221,122.73172549,8.5642624
559.22,14.3867725621,123.621358707,8.5927096
559.77,14.4451984331,124.54193043,8.6216836
560.31,14.4831291465,125.28096151,8.6501308
560.85,14.5301080803,126.100676324,8.678578
561.4,14.5783660943,126.941880841,8.707552
561.94,14.6271257386,127.782558751,8.7359992
562.49,14.7086453016,128.920881877,8.7649732
563.03,14.7308232818,129.534321955,8.7934204
563.57,14.8002352867,130.565716149,8.8218676
564.12,14.8442466225,131.384075527,8.8508416
564.66,14.8923015935,132.233046745,8.8792888
565.2,14.923458467,132.934228231,8.907736
565.75,14.9758082234,133.834455108,8.93671
566.29,15.0176047565,134.635187409,8.9651572
566.83,15.079717469,135.62101338,8.9936044
567.38,15.1076661151,136.310101964,9.0225784
567.92,15.140290211,137.035154291,9.0510256
568.46,15.1424394325,137.485366953,9.0794728
569.0,15.1846912597,138.300953218,9.10792
569.55,15.2102880928,138.974790013,9.136894
570.09,15.2466219087,139.740491941,9.1653412
570.63,15.2721957242,140.409335891,9.1937884
571.18,15.2922604473,141.036884665,9.2227624
571.72,15.3309767971,141.830079722,9.2512096
572.26,15.3306067953,142.262769596,9.2796568
572.81,15.3622402573,143.001422816,9.3086308
573.35,15.3799878041,143.604145766,9.337078
573.89,15.3912730817,144.147355907,9.3655252
574.43,15.3990029502,144.657808701,9.3939724
574.98,15.4006349516,145.119357675,9.4229464
575.52,15.3846811295,145.395156716,9.4506448
576.06,15.3883506444,145.855625505,9.4783144
576.6,15.3901195525,146.298230224,9.505984
577.15,15.3949342623,146.777858816,9.534166
577.69,15.3944079429,147.198797909,9.5618356
578.23,15.3907276696,147.589463019,9.5895052
578.77,15.4267333889,148.361591594,9.6171748
579.31,15.4405569779,148.921769501,9.6448444
579.86,15.453906037,149.486041079,9.6730264
580.4,15.4896600461,150.260483251,9.700696
580.94,15.4997593269,150.787325444,9.7283656
581.48,15.5351378483,151.561351685,9.7560352
582.02,15.5576570132,152.211523597,9.7837048
582.57,15.5809890416,152.878900708,9.8118868
583.11,15.6146002618,153.64073994,9.8395564
583.65,15.6351425735,154.275485315,9.867226
584.19,15.6477118856,154.832475487,9.8948956
584.73,15.6641243948,155.428295608,9.9225652
585.28,15.6903059142,156.130267643,9.9507472
585.82,15.6956813149,156.61805012,9.9784168
586.36,15.7249853003,157.345561553,10.0060864
586.9,15.7265984559,157.796851617,10.033756
587.44,15.7513155886,158.480689897,10.0614256
587.98,15.7908628162,159.315518242,10.0890952
588.52,15.8216496096,160.063907848,10.1167648
589.07,15.8424899234,160.721217452,10.1449468
589.61,15.8094214883,160.823180306,10.1726164
590.15,15.7821915922,160.982867948,10.200286
590.69,15.7808438746,161.40577048,10.2279556
591.23,15.7779335832,161.81257326,10.2556252
591.77,15.7977434175,162.452852737,10.2832948
592.31,15.7823745443,162.731502073,10.3109644
592.85,15.7755014979,163.097136153,10.338634
593.39,15.7718742782,163.496037108,10.3663036
593.93,15.7761584124,163.976967737,10.3939732
594.48,15.7754433007,164.414118429,10.4221552
595.02,15.780410166,164.902521507,10.4498248
595.56,15.7698862961,165.228895356,10.4774944
596.1,15.7489765507,165.445581497,10.505164
596.64,15.7362846118,165.747667298,10.5328336
597.18,15.7226600697,166.039201979,10.5605032
597.72,15.7209469518,166.456102906,10.5881728
598.26,15.7392074871,167.084946184,10.6158424
598.8,15.7384808797,167.512710105,10.643512
599.34,15.7103382448,167.647872408,10.6711816
599.88,15.6939305139,167.907027311,10.6988512
